milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
0,666,492,0,0,9,21:03:11:19:58:00:17,0.0,0.0,0.0,0.024691358024691357,0.0,0.024691358024691357,1,0
9,666,491,0,0,9,21:03:11:19:58:00:26,0.05909843229641451,0.026265969909517566,0.28581701137191345,-0.0025998467976680976,0.29186296217483026,0.026394324743380486,1,9
17,667,490,0,0,9,21:03:11:19:58:00:34,0.2628503668802118,-0.003105764041346015,0.17487647555795663,-0.02166306493359888,0.3157088802562173,0.021884564254237265,1,17
26,669,490,0,0,9,21:03:11:19:58:00:43,0.662878379028808,0.05320017238477303,-0.030046936692496078,8.15886902634079E-4,0.6635590130413895,0.053206428307183494,1,26
33,672,490,0,0,9,21:03:11:19:58:00:50,0.6785188290718689,-0.062336914549340684,0.05723826922577289,0.02412274335972848,0.6809287928036397,0.06684158632715959,1,33
42,674,489,0,0,9,21:03:11:19:58:00:59,0.5068117906616286,0.04269831342113916,0.2353044497630094,-0.012330258795898144,0.5587722033457991,0.04444301127268106,1,42
50,677,489,0,0,9,21:03:11:19:58:00:67,0.8155831649921861,0.003244530161500182,-0.17128786434242624,-0.058067819730460754,0.8333759244720601,0.05815839289576503,1,50
58,681,491,0,0,9,21:03:11:19:58:00:75,1.1058555493696272,0.03807356593286011,-0.4251529923933045,0.05710153771774119,1.1847664592705944,0.06863076593317653,1,58
66,687,493,0,0,9,21:03:11:19:58:00:83,1.7431374946721623,0.03196120610705938,-0.9138144517986414,-0.17033833114050398,1.9681425704577387,0.17331089334358044,1,66
73,694,500,0,0,9,21:03:11:19:58:00:90,1.89392428134446,0.03379646990361968,-1.9253932866173027,0.021905376067598493,2.7007570219509023,0.040274643122058675,1,73
82,706,512,0,0,9,21:03:11:19:58:00:99,3.1156228783003472,0.0771982800371949,-3.3033431746251436,-0.1676226351310693,4.540834950659522,0.18454517671558027,1,82
90,719,527,0,0,9,21:03:11:19:58:00:107,2.7794055676949703,-0.14736371879965038,-3.014489776892103,0.2815026512309961,4.100273640224613,0.31774173202231754,1,90
